ENTIDAD,ANIO,ENERO,FEBRERO,MARZO,ABRIL,MAYO,JUNIO,JULIO,AGOSTO,SEPTIEMBRE,OCTUBRE,NOVIEMBRE,DICIEMBRE,UNIDAD DE MEDICION,MEDIA
CHIAPAS,1989,22.01245154,21.41833866,22.19220524,24.68489936,25.35301809,24.72441979,24.35790383,24.27804588,23.4870198,23.07608029,23.14420751,21.22737179,�C,23.3296634817
CHIHUAHUA,1989,9.213059274,12.19242655,14.66949833,18.86908242,21.74089999,24.94299208,24.10653038,22.53648096,20.92727833,17.36515807,12.52383772,7.975947346,�C,17.2552659542
DISTRITO FEDERAL,1989,14.22695853,13.53968254,14.25268817,15.5925,18.21087742,17.96333333,16.425,16.30798771,15.325,14.91991691,14.92878788,12.71223242,�C,15.3670804092
DURANGO,1989,12.28006469,14.02417356,14.62499031,18.31062099,20.89001326,22.67717593,21.66195609,20.68146907,19.05026847,16.79584367,13.7458127,10.1956717,�C,17.0781717033
GUANAJUATO,1989,15.71054997,15.6379753,16.60751986,19.3925789,21.84555065,21.76795977,20.07814238,19.34934931,18.2449269,17.23358295,16.96258772,13.78073157,�C,18.0509546067
GUERRERO,1989,23.81626672,24.22654914,24.44612801,26.17760687,27.25405705,26.33482503,25.28843489,25.10582099,24.5087659,24.27965623,24.45691544,23.21538733,�C,24.9258678
HIDALGO,1989,14.06533912,13.6722212,15.08180126,16.65487179,18.81044665,18.72333333,17.71643339,17.61099985,16.47883598,15.06395289,15.56488701,12.76781874,�C,16.0175784342
JALISCO,1989,17.38154304,18.08668739,18.44834336,21.21264716,23.22698649,24.12589763,22.27140754,21.72456562,20.88983771,20.25729356,18.74313176,15.80936498,�C,20.18147552
M�XICO,1989,12.79227538,12.85181841,13.84082662,15.44015717,16.92779931,16.8513197,15.79989807,15.77273036,15.21203659,14.33837423,14.15815302,12.16049054,�C,14.6788232833
MICHOAC�N DE OCAMPO,1989,17.5810716,17.86596218,18.57717774,20.76636502,22.77274017,22.74078148,21.16366585,20.8903781,20.23957309,19.32601171,19.29225012,16.67077979,�C,19.8238964042
MORELOS,1989,19.65548153,19.72218548,20.86517064,22.96362835,24.14829749,22.95074457,21.5954912,21.34090909,21.18191223,20.36027757,20.53515152,18.82558651,�C,21.1787363483
NAYARIT,1989,20.80148948,22.42741013,22.21528868,24.78364001,25.97639636,27.75070149,26.9800936,26.66507616,26.96090457,26.34177419,23.60990991,20.91603943,�C,24.6190603342
NUEVO LE�N,1989,14.53037354,13.91268769,17.50491683,20.99332252,24.86531808,25.552811,25.08723885,24.43918233,22.18008321,19.50889922,16.72055422,10.00558164,�C,19.6084140942
OAXACA,1989,21.28989637,20.76340004,21.31294024,23.59397631,24.53279919,23.3423807,22.91574257,22.94547188,22.16779116,21.67975916,21.88245448,20.25345735,�C,22.2233391208
PUEBLA,1989,15.30003282,15.24159809,16.66283113,18.60398439,19.91020066,19.58636649,18.22849424,18.31807632,17.73812952,16.90182317,16.86544179,15.02013685,�C,17.3647596225
QUER�TARO,1989,15.37726501,14.9380698,16.26713356,18.50311404,20.71823477,20.08981982,18.77898867,18.54856146,17.54761376,16.2876333,16.68099634,13.56376817,�C,17.2750998917
QUINTANA ROO,1989,23.66110655,23.14431764,24.28309438,26.23946025,27.2744137,28.17528603,27.80455122,27.49541517,27.05774194,25.78794125,25.55542411,22.54662652,�C,25.7521148967
SAN LUIS POTOS�,1989,17.90702738,16.67035641,19.03602278,22.05030486,24.73356123,24.87922022,23.88382202,23.13663217,21.6485176,19.91407463,18.75803298,13.30321265,�C,20.4933987442
SINALOA,1989,17.86592477,20.43484631,21.56821468,24.85227012,26.43849283,29.02731602,29.61363984,28.12178694,28.42852027,27.02407407,22.88921243,19.32977292,�C,24.6328392667
SONORA,1989,12.62939768,16.19417566,19.01376732,23.24063488,25.15643192,28.74759045,30.38951302,28.2150514,28.25565773,24.02517128,18.72418912,14.4889533,�C,22.4233778133
TABASCO,1989,24.76296296,24.58666961,25.21358768,27.78897672,29.12684327,29.21904321,28.67241701,28.63313442,27.14279081,26.20347922,26.17488962,22.73633478,�C,26.6884274425
TAMAULIPAS,1989,19.50693761,17.62825585,21.00375508,24.53120981,28.01034081,28.73071035,27.98569362,27.32314476,25.63464049,23.1797095,21.58393968,12.81251985,�C,23.1609047842
TLAXCALA,1989,11.76150047,11.71373772,12.60930407,13.81197293,15.50428578,15.13948676,14.20715436,14.39688667,13.93320298,12.6524955,13.10307553,10.77452094,�C,13.3006353092
VERACRUZ DE IGNACIO DE LA LLAVE,1989,20.1594881,19.14371779,20.78669666,23.45080182,25.63596425,25.54690559,24.33975315,24.41573354,23.31372936,22.27119504,21.91832697,17.27456563,�C,22.354739825
YUCAT�N,1989,23.97805299,23.81039815,24.6472652,26.32006622,28.16156426,28.68555585,28.00729085,27.84212957,27.049375,25.56694947,25.25556001,22.36767434,�C,25.9743234925
ZACATECAS,1989,13.65225789,14.66712368,15.54501572,18.56982979,20.88185679,22.1716575,20.63953531,19.5319337,18.59655312,17.2235995,15.19718034,11.54322114,�C,17.35164704
AGUASCALIENTES,1990,13.08639684,13.12796517,16.42311385,18.77166484,21.51241873,21.02307692,18.78,18.36774194,17.92913333,16.88776027,14.82934028,13.11356155,�C,16.9876811433
BAJA CALIFORNIA,1990,12.66926431,12.49561811,15.16153447,18.02905344,19.61425154,24.1501801,26.83638405,25.21246802,24.55870209,21.72209304,17.28956508,12.46710084,�C,19.1838512575
BAJA CALIFORNIA SUR,1990,16.23345835,15.71971502,18.39810613,20.74530424,22.53533113,26.35944649,27.91589996,27.88172137,27.76785954,25.1429475,21.0874183,17.72596652,�C,22.2927645458
CAMPECHE,1990,24.06714179,24.32841309,24.86065266,27.02807018,28.3920105,27.80971014,27.46884409,27.01419799,26.63833333,25.64343842,24.69887597,23.61737903,�C,25.9639222658
COAHUILA  DE ZARAGOZA,1990,13.52244282,14.96611164,16.98411334,20.17924366,24.13129133,26.17173201,23.92736578,23.52422937,21.8352972,18.99773023,16.57879028,13.28595363,�C,19.5086917742
COLIMA,1990,23.16635945,23.4008752,24.53677276,25.40288757,26.91104774,26.36864464,25.72630049,26.26962366,25.67180425,26.39655914,25.54166481,24.34369147,�C,25.3113525983
CHIAPAS,1990,21.84803802,22.37431027,23.54360781,25.13419232,25.78928552,24.86451267,24.20712165,24.27534041,24.31971005,23.7366354,22.60490512,21.8315125,�C,23.7107643117
CHIHUAHUA,1990,9.059652918,9.903016775,14.10575169,17.92372821,21.50310798,25.11120205,22.41208167,21.16390986,19.8942265,16.52662252,13.25550835,9.630303312,�C,16.7074259863
DISTRITO FEDERAL,1990,13.17585125,13.75223214,15.1203629,16.28545322,17.57242063,17.43333333,16.55212366,16.63741935,16.09259259,15.76612903,14.78666667,12.79815153,�C,15.497728025
DURANGO,1990,11.55028674,11.70244963,15.75503487,18.0875,21.64238465,23.09822785,20.27503297,19.97833248,19.25798724,17.15992211,14.18048199,12.21344876,�C,17.0750907742
GUANAJUATO,1990,14.76985548,15.49048484,17.68741844,20.12484848,21.80850578,21.28798742,19.33389609,19.18567451,18.75758022,18.07160245,15.8945281,14.40682804,�C,18.0682674875
GUERRERO,1990,23.63021872,24.42380496,25.5102559,26.82891869,26.94413062,25.78681077,24.97739557,25.09346932,24.67840686,24.92604087,24.23840632,23.42053057,�C,25.0381990975
HIDALGO,1990,13.78802797,13.92375283,15.73631504,17.92778363,19.17505014,18.3258533,17.64099759,17.52043505,17.34410008,16.13114485,14.72445785,13.42684546,�C,16.3053969825
JALISCO,1990,16.75946204,17.10923244,19.50787291,21.75505365,23.84478379,23.40024366,21.67774577,21.77431048,21.39200323,20.96512654,18.71572028,17.04372293,�C,20.3287731433
M�XICO,1990,12.24349223,12.73403414,14.12590688,15.93181739,16.57889721,15.99860718,15.09942709,15.35883271,15.18109896,14.71434603,13.53087236,12.05052161,�C,14.4623211492
MICHOAC�N DE OCAMPO,1990,17.7237963,18.28826224,20.01904213,21.99456547,22.90127797,21.78362064,20.75424698,21.36546027,20.53609809,20.13406486,18.70383142,17.39798907,�C,20.1335212867
MORELOS,1990,19.44039589,20.43758418,22.09288856,23.50177092,23.77545231,22.88598485,21.45502626,21.74612403,21.5182849,21.35309724,20.11717391,18.97492987,�C,21.44155941
NAYARIT,1990,21.71662307,21.15807772,22.95121714,24.65453091,27.04360363,27.86035966,26.27601705,26.9431085,26.43624706,26.55009792,24.98942529,22.51741431,�C,24.924726855
NUEVO LE�N,1990,14.39645291,15.53036765,17.58363365,20.84659352,24.24923515,26.06361222,24.11713603,24.30126006,22.69451428,19.30353326,16.77266404,13.27821784,�C,19.9281017175
OAXACA,1990,20.99400176,21.59098279,22.38322314,23.87572518,24.01527089,23.19686028,22.59247489,23.00995785,22.43157283,22.09599961,21.09664314,20.12128057,�C,22.2836660775
PUEBLA,1990,15.05783936,16.33427354,17.43238716,19.32436012,20.1873553,19.51253326,18.85677231,18.80400165,18.64669368,17.28854297,16.09884207,14.76847043,�C,17.6926726542
QUER�TARO,1990,14.73359492,15.37379836,17.21285292,19.47970893,20.90813255,20.39682456,18.87185352,18.90905647,18.68615079,17.55352712,16.06745156,14.57058022,�C,17.7302943267
QUINTANA ROO,1990,23.84089862,24.31153427,24.44928775,25.83359914,27.72070365,27.32098072,27.14389698,27.28424449,26.80485137,25.71315476,24.23517311,23.0172379,�C,25.63963023
SAN LUIS POTOS�,1990,16.38053121,17.18835364,19.59478148,22.41348118,24.60469708,24.90925258,23.13347989,23.10816104,22.3801984,20.40229709,18.55043718,15.69726327,�C,20.69691117
SINALOA,1990,18.8677037,18.67999136,21.44455012,24.40592262,27.34752895,30.6877044,28.14733839,29.04290323,28.26075758,27.05319594,23.80391026,20.19938017,�C,24.8284072267
SONORA,1990,13.50426939,13.80802306,17.51328374,21.20149895,24.34462755,30.32754459,28.24260165,27.38433952,27.34250342,24.06610856,18.76275116,14.55588139,�C,21.7544527483
TABASCO,1990,24.51386411,24.79987245,25.81859363,28.8524359,29.94127378,28.73433292,28.55214094,28.60279365,28.40816092,27.50190697,25.72588019,24.31251479,�C,27.1469808542
TAMAULIPAS,1990,18.31001678,19.77544037,21.98042062,24.82642857,27.57671214,28.97990847,26.88744351,27.10558041,25.95096023,23.02286454,21.0561757,17.5393945,�C,23.58427882
TLAXCALA,1990,11.42955709,12.07608365,13.10473747,14.92830597,16.23596867,15.59814943,14.64063197,14.56601085,14.42928161,14.06340567,12.6209569,11.49828367,�C,13.7659477458
VERACRUZ DE IGNACIO DE LA LLAVE,1990,19.42926292,20.46751489,21.28231687,24.13541538,26.24803482,25.23906652,24.29252396,24.48790882,24.06705413,22.68522087,20.97562626,18.90833484,�C,22.68485669
YUCAT�N,1990,24.32041475,24.61260413,24.91711185,26.42382755,28.17801111,28.00254677,27.63568266,27.62017201,26.76279639,25.82551151,24.77329277,23.73311308,�C,26.0670903817
ZACATECAS,1990,13.11209094,12.90623018,16.20692107,18.41820797,21.50895201,21.58107615,19.18186659,18.90815918,18.43770893,17.40203207,15.03781812,13.22866355,�C,17.1608105633
AGUASCALIENTES,1991,12.53329501,14.17755994,16.94770614,19.36666667,21.11358887,20.88814103,18.00805855,18.99088434,17.62596154,16.19832506,14.27467949,13.20964426,�C,16.944542575
BAJA CALIFORNIA,1991,13.05107248,15.75003826,13.33028703,16.35012293,18.14602751,20.42968308,23.17496575,24.48500923,23.69991781,21.88062556,16.94943386,12.90054964,�C,18.3456444283
BAJA CALIFORNIA SUR,1991,16.33364259,17.72797861,18.07629475,20.63588589,21.21256418,23.80118708,25.86689228,28.04465325,27.2177751,25.13290986,19.83836878,16.55838913,�C,21.7038784583
CAMPECHE,1991,24.55184423,24.386875,26.8006617,28.87930894,28.58949112,28.3,27.7948572,27.48055949,26.8494709,26.22288131,24.13133816,24.07994339,�C,26.50560262
COAHUILA  DE ZARAGOZA,1991,12.6167613,14.11263805,19.06393313,21.5906876,24.09025397,25.41191716,24.08933048,25.05627404,21.82387331,20.14707646,14.86577988,13.38515787,�C,19.6878069375
COLIMA,1991,22.69796351,23.80744905,23.62248289,24.57083281,25.39611006,26.32174678,26.19039726,26.15704627,25.84648554,25.68735106,25.05851682,24.48955949,�C,24.987161795
CHIAPAS,1991,22.79435235,22.59039218,24.52697446,26.1547609,25.91465949,25.46637312,24.70655158,24.72956703,24.34712384,23.81622451,22.4918058,22.46621802,�C,24.1670836067
CHIHUAHUA,1991,8.789390839,10.91605409,13.52032764,17.42241609,21.39303629,23.91281308,22.10755378,22.12800209,19.76169712,17.38415665,11.67090558,9.264613867,�C,16.522580593
DISTRITO FEDERAL,1991,13.86992738,15.13149351,18.10557185,18.73571429,18.85967742,17.48326923,16.45080645,17.89935484,16.67424242,15.62822581,14.01634274,13.37770161,�C,16.3526939625
DURANGO,1991,11.88294712,12.88382275,16.54751698,19.17348485,21.99919287,22.97399225,20.18851697,20.72933851,18.89145774,16.79191557,13.32277083,11.42006942,�C,17.233752155
GUANAJUATO,1991,14.67745337,15.90516064,18.94676138,21.04207937,22.42409399,21.29606918,18.92867731,19.56291255,18.42542236,16.94964496,15.44439103,14.76224554,�C,18.1970759733
GUERRERO,1991,23.49764973,24.61079347,25.66411823,26.88957503,27.7375325,26.38905792,25.25921327,25.38697453,24.49793216,24.53896248,23.86604852,23.39027194,�C,25.144010815
HIDALGO,1991,13.76524112,14.03125642,17.76539881,19.41353206,19.69940865,18.58377308,17.20909091,17.46892198,16.61073518,15.22002086,13.46871505,13.29784531,�C,16.3778282858
JALISCO,1991,16.63433131,18.26569129,20.00885388,22.00885318,23.51566031,23.91903241,21.50893172,21.91261632,21.03374559,20.09341668,18.31821653,17.46694677,�C,20.3905246658
M�XICO,1991,12.16086603,13.15257451,15.69506191,16.9292387,17.15990011,16.22819181,15.15778397,15.4258953,14.81306699,14.23106463,12.80308851,12.32813663,�C,14.6737390917
MICHOAC�N DE OCAMPO,1991,17.16800043,18.37374339,20.46124136,22.21988248,23.37342127,22.56964355,20.51522657,20.80703169,19.80569444,19.12353203,17.30471642,16.76158916,�C,19.8736435658
MORELOS,1991,19.41094715,21.01067629,22.83747426,24.81684397,24.69391558,23.74757246,22.01661992,22.45329593,21.41681159,21.24112903,19.80615942,19.26230715,�C,21.8928127292
NAYARIT,1991,21.51164502,22.67096953,23.57280873,24.78734734,26.00069576,28.37820318,26.92044948,27.15208537,26.97110801,26.61318834,24.34796549,22.96269056,�C,25.1574297342
NUEVO LE�N,1991,12.61978825,14.83907314,19.75068664,22.6070937,24.30083146,25.00767671,24.36522202,25.3605446,21.91634218,20.63772843,14.90967883,14.03756587,�C,20.0293526525
OAXACA,1991,20.07765912,20.27321273,22.44073184,23.75041808,24.07638546,22.84922919,21.85694077,22.10205406,21.44647772,20.86608915,19.76252392,19.45845858,�C,21.5800150517
PUEBLA,1991,15.28912026,16.18008103,18.8918301,20.28804855,20.32619399,19.27434473,17.94624215,17.99020892,17.365,16.78310633,15.55571981,15.11944434,�C,17.5841116842
QUER�TARO,1991,15.20017549,15.73801893,19.43300083,21.40072682,21.57207137,20.13048077,18.13377732,18.88330645,17.83556645,16.43265151,14.97776,14.67815147,�C,17.8679739508
QUINTANA ROO,1991,23.80870968,23.23703924,25.34953174,26.97930108,27.76670135,27.99607527,27.59001041,27.60336693,26.909457,26.20494994,23.81741936,23.67150538,�C,25.9111722817
SAN LUIS POTOS�,1991,16.25582679,16.75087261,21.15384636,23.63733978,25.37612859,24.39833403,21.79925106,23.43578951,21.40559315,19.72244768,16.58274039,16.1897733,�C,20.5589952708
SINALOA,1991,19.08229602,20.76266464,20.88821593,23.87724021,25.85334734,29.44814815,28.8656129,29.46280645,28.04730769,27.36664847,22.49323899,19.89375269,�C,24.6701066233
SONORA,1991,13.8056645,16.6859734,16.23166714,19.97714016,23.30680494,27.04330703,28.97134836,28.88803811,26.95711562,24.6129638,18.0863481,14.05589999,�C,21.5518559292
TABASCO,1991,25.6404737,24.3033801,27.55770698,30.09289204,30.37805711,29.86068182,29.03318627,29.23782535,28.05096154,27.27278817,24.74512821,24.72580645,�C,27.5749073117
TAMAULIPAS,1991,17.35101887,19.01749329,23.85556597,26.66912697,27.89802736,28.09764227,26.14365127,28.13720309,24.99302371,23.94457409,18.39181592,18.04892849,�C,23.5456726083
TLAXCALA,1991,11.73650255,13.10025411,15.75894744,16.85997972,16.51974313,15.71106171,14.65468081,14.61076762,14.33126817,13.41543752,11.67312308,11.64561404,�C,14.1681149917
VERACRUZ DE IGNACIO DE LA LLAVE,1991,19.61937687,19.43844658,23.48376828,26.04938192,26.86039467,25.86968192,24.38535957,24.73101445,23.59428716,22.54116544,19.65695392,19.19578203,�C,22.9521344008
YUCAT�N,1991,24.58630751,23.96559666,26.16688778,28.26242464,28.66390867,27.98869876,27.81002226,27.81443659,26.99385263,26.17480421,24.44996874,24.06636239,�C,26.4119392367
ZACATECAS,1991,12.31360257,13.70583172,16.69842549,19.08149978,21.42034083,21.46446687,18.52801196,19.56206326,18.28755536,16.52207497,14.28099796,13.13337359,�C,17.08318703
AGUASCALIENTES,1992,11.44029156,12.3649933,15.71048387,16.71777741,18.88207501,20.64839744,19.60812335,18.72227632,18.55323899,16.39470481,13.960437,14.14622642,�C,16.4290854567
BAJA CALIFORNIA,1992,13.00024733,14.88854996,14.98406517,19.19868315,20.7110789,22.61215303,25.32986692,26.85583236,25.35242351,21.0055752,16.3126472,12.34378222,�C,19.3829087458
BAJA CALIFORNIA SUR,1992,15.94419815,17.07039863,18.27484146,21.19311999,23.44109954,25.73264526,28.47134608,28.41063841,28.44696527,25.36031581,20.2681891,17.35973399,�C,22.4977909742
CAMPECHE,1992,23.51142648,23.97241864,26.40193436,26.97858644,27.03311145,28.01689059,27.03947147,26.90184332,26.22725452,25.80222645,25.3156746,24.32769823,�C,25.9607113792
COAHUILA  DE ZARAGOZA,1992,10.42625441,13.18425343,16.84009387,18.90845732,21.30785637,25.51885657,25.92101696,24.56382103,23.0104761,20.06182518,14.86167009,14.02301563,�C,19.0522997467
COLIMA,1992,22.31040241,21.65214793,24.18963832,24.44813725,26.99155292,27.37252003,26.05379602,26.14100684,26.00368687,25.25702509,24.53527778,24.01574423,�C,24.9142446408
CHIAPAS,1992,22.12805543,22.46998324,24.54580677,25.40774775,25.22595902,25.38519627,24.36440601,24.56208542,24.206087,23.94154038,23.28743405,22.60950723,�C,24.0111507142
CHIHUAHUA,1992,7.091672263,9.81635427,12.82551294,17.43331224,19.87754971,24.42213606,25.0291334,22.94245472,21.96935046,18.17430952,10.77355879,10.36859361,�C,16.7269948319
DISTRITO FEDERAL,1992,13.52825913,14.31560681,17.82771261,17.23866667,17.07016129,18.73416667,17.40322581,17.09805108,16.72444444,15.39696395,14.43333333,13.80744789,�C,16.1315033067
DURANGO,1992,9.27006756,10.81776896,14.39099764,16.84996534,19.18106578,23.47865608,22.28915663,20.85643194,19.86468633,17.53291391,12.87997992,13.25269473,�C,16.7220320683
GUANAJUATO,1992,13.32567742,14.31853477,17.51319421,18.26058323,19.52475893,20.41735453,19.70319594,19.03669081,18.90789138,17.02280466,15.60349146,15.01233659,�C,17.3872094942
GUERRERO,1992,22.99446713,22.92063316,25.79684203,26.79666867,27.13562901,26.78907707,25.58124105,25.12660079,24.59224412,24.72209618,24.14613583,23.41420795,�C,25.0013202492
HIDALGO,1992,12.2664567,13.23084028,16.4599663,16.55034433,17.09959582,18.21983791,17.35941548,17.2099213,16.61828401,15.45272196,14.66642253,13.97130335,�C,15.7587591642
JALISCO,1992,15.78332085,16.09006627,19.27857295,20.38105351,22.31663034,24.48815972,22.38412667,21.86265654,21.37858811,20.00315439,17.66770387,17.52205361,�C,19.9296739025
M�XICO,1992,11.27783216,11.70571986,14.70631895,14.86547035,15.10690343,16.0424958,15.23197186,15.20420374,15.05938463,13.97431456,12.75567616,12.27400048,�C,14.0170243317
MICHOAC�N DE OCAMPO,1992,15.03711257,15.44986186,19.17239978,19.94131551,21.22354201,22.44577381,20.69577926,20.26832845,19.84831418,18.60405414,17.40808396,17.17461653,�C,18.939098505
MORELOS,1992,18.83986676,18.97344828,22.27759857,23.26744444,23.14579243,23.03655797,22.04361851,21.76896914,21.52311594,21.28713184,20.43626812,19.78190743,�C,21.3651432858
NAYARIT,1992,20.13144284,20.18803268,23.2159709,24.4448399,26.91803346,28.90399737,27.24641577,27.01297043,27.14998882,26.20916965,23.60061941,22.91802569,�C,24.8282922433
NUEVO LE�N,1992,11.36946566,14.30638849,17.95573916,19.4457779,21.26605921,25.04974105,25.30967686,24.41267469,23.52709465,20.36132471,15.24123683,14.50240725,�C,19.395632205
OAXACA,1992,19.22470566,19.70197189,22.02828865,22.59410191,22.6704446,22.85663484,21.86564398,21.79470034,21.48378256,21.21007637,20.59123086,19.85309948,�C,21.322890095
PUEBLA,1992,14.6833279,15.00635691,17.80917629,18.24726437,18.26952353,19.07120995,18.3427655,17.90735249,17.53052957,17.03737301,16.06237482,15.56527922,�C,17.12771113
QUER�TARO,1992,12.99368544,14.5944092,17.89479754,18.0167037,18.63938172,20.05388633,19.79368982,18.92529363,18.71152473,16.47074545,15.8846303,16.2262759,�C,17.3504186467
QUINTANA ROO,1992,22.79458897,22.8549569,25.25896272,26.32052083,26.11296303,27.7627957,26.9484862,26.97886541,26.5654023,25.66258469,25.07964286,23.4572043,�C,25.4830811592
SAN LUIS POTOS�,1992,13.80600322,16.14890324,19.57823847,20.44512854,22.04167033,23.94497355,23.03797518,23.04214725,22.38633293,19.91628562,17.60400052,17.71228389,�C,19.9719952283
SINALOA,1992,18.77205355,19.09549072,21.04029673,24.13445513,27.14974677,30.4273084,29.34163924,28.65553281,29.06792582,27.69918828,22.18736667,20.66548387,�C,24.8530406658
SONORA,1992,13.89956298,15.45890973,16.64285836,21.29439368,24.81750094,28.45025912,29.30209914,28.09302988,27.98298235,24.03172538,16.59049232,14.21152278,�C,21.731278055
TABASCO,1992,23.52903226,24.54878672,26.92628435,28.52634615,28.79385856,29.25544872,28.53182382,28.63591811,27.92222222,26.85250896,25.99438272,25.17407407,�C,27.0575572217
TAMAULIPAS,1992,15.1836603,18.79547722,21.93406355,23.14620596,24.69304961,28.03684717,27.26118872,27.28778912,26.46191061,23.21167435,19.1054726,18.63397252,�C,22.8126093108
TLAXCALA,1992,11.43952893,12.10095773,14.9906554,14.46075758,14.72686753,16.08364967,14.80999744,14.9633718,14.59539943,13.72245987,12.86569996,12.26966169,�C,13.9190839192
VERACRUZ DE IGNACIO DE LA LLAVE,1992,17.77991896,19.21656978,22.08415537,23.13931402,23.80094298,25.66625111,24.18224701,24.02076715,23.52322496,22.46001068,20.72606279,20.66769732,�C,22.2722635108
YUCAT�N,1992,23.05747706,23.44191531,25.70733186,26.46622258,26.93220919,28.16682162,27.50674437,27.49391051,26.93954753,26.00591511,25.21258889,23.49188038,�C,25.8685470342
ZACATECAS,1992,10.95294906,11.63581357,15.25230991,16.52499638,18.84675285,21.68865708,20.20386564,19.51357288,18.87612464,16.69868295,13.47746866,14.02990043,�C,16.4750911708
AGUASCALIENTES,1993,13.10696896,14.15068758,15.29759615,17.8063522,19.5213025,21.06808176,19.57897139,19.54214851,18.65163399,17.84376977,15.87852564,14.03383934,�C,17.2066564825
BAJA CALIFORNIA,1993,13.30050775,13.61474317,16.15946409,17.97084219,19.82171507,21.89871656,23.07473308,24.51534758,23.34792047,20.68881398,16.40332838,13.86225825,�C,18.7215325475
BAJA CALIFORNIA SUR,1993,17.58036376,16.94274749,19.42531126,21.07100309,22.14449541,24.91746472,26.95418483,28.02717233,26.52824242,25.19561804,20.70978014,18.1168375,�C,22.3011017492
CAMPECHE,1993,24.3528426,24.50677834,25.19451507,27.14111111,27.35934603,27.4724927,27.26792371,26.84800396,26.67705911,26.52223851,25.22052116,24.23979331,�C,26.0668854675
COAHUILA  DE ZARAGOZA,1993,13.22288218,14.42881994,16.5924534,20.20436178,22.87544505,24.79989867,25.68469779,25.73495364,22.89676763,19.77754566,15.70740315,14.39285042,�C,19.6931732758
COLIMA,1993,23.20963669,23.23510543,23.5223818,24.41133667,25.12387433,26.04520924,26.30453419,26.43391177,25.96454078,26.37910542,25.27350575,24.19030466,�C,25.0077872275
CHIAPAS,1993,22.11017078,22.63186508,23.70911231,25.40571808,25.7331775,25.06159204,24.52879729,24.18534562,24.06293352,23.76329215,23.04288578,22.08207749,�C,23.8597473033
CHIHUAHUA,1993,10.70344011,11.03629031,13.37699662,17.10662046,20.69439288,24.77595823,23.71629713,23.81312022,20.74002587,16.7861103,12.63924497,10.92816922,�C,17.1930555267
DISTRITO FEDERAL,1993,14.28651476,15.0141369,16.09516129,17.43569444,17.22766577,17.36083333,16.87390029,16.80228495,16.13041188,16.10093528,15.25151515,13.44424191,�C,16.0019413292
DURANGO,1993,12.11903096,13.00113502,14.89452125,17.95168359,19.87724014,22.68072782,21.80054476,21.88286782,19.07971888,17.07425256,14.44122309,12.65981681,�C,17.2885635583
GUANAJUATO,1993,14.82528003,15.66528843,16.97887881,19.38336203,20.50254386,21.09895535,19.60475252,19.85307348,18.90097389,18.06614285,16.8642407,14.82092166,�C,18.0470344675
GUERRERO,1993,23.31091682,24.20196703,25.02955272,26.10127373,27.35196194,26.62347278,25.079547,25.31846056,24.66744112,25.19501272,24.62216688,23.73482714,�C,25.1030500367
HIDALGO,1993,14.12597478,14.67767557,15.64355397,17.57032234,17.83963861,18.20372759,17.60729007,17.42736733,16.73425519,16.01696583,14.94797955,13.75814727,�C,16.2127415083
JALISCO,1993,16.67517657,17.2889854,18.49201686,20.66171846,22.00021631,23.89721434,21.76148376,21.88966571,21.54840198,21.11571432,19.25821869,17.50853551,�C,20.1747789925
M�XICO,1993,12.37157816,12.96752756,13.94867162,15.54097224,16.02656609,16.42492171,15.34342332,15.32314792,14.95294948,14.30389307,13.52414519,12.03524899,�C,14.3969204458
MICHOAC�N DE OCAMPO,1993,16.90416018,17.35919769,18.56163103,20.75720884,21.86503409,22.46002693,20.44809509,20.51148628,20.14455493,19.83415141,18.89101976,17.11068272,�C,19.5706040792
MORELOS,1993,19.68537634,20.67115079,21.99232118,23.51985507,24.57436886,24.3906871,22.41537634,22.78548387,22.12011111,21.99376344,20.96255556,19.5283871,�C,22.0532863967
NAYARIT,1993,21.22130376,21.26800303,22.32025617,24.20479547,25.64758064,27.87936951,27.10327189,27.08267622,26.73112258,26.50734207,24.33438095,22.89168971,�C,24.7659826667
NUEVO LE�N,1993,13.51181114,15.39638607,17.25160833,20.77085027,22.44769189,23.82318859,25.22373176,25.21335194,22.813532,19.69195749,15.75256608,14.77599578,�C,19.7227226117
OAXACA,1993,19.9585899,20.70730093,21.73371614,23.07069294,23.53573725,22.86106725,21.98933152,21.83165974,21.69168514,21.35273987,20.9055842,19.87496789,�C,21.6260893975
PUEBLA,1993,15.40488808,15.75953008,17.0141623,18.80026024,19.30485099,19.30742422,18.09256893,17.96794846,17.72140647,17.49613536,15.99524752,14.74328297,�C,17.300642135
QUER�TARO,1993,15.5384308,16.41182021,17.13630092,19.18491868,20.03341331,20.23043214,19.75790061,19.74192711,19.10184605,18.26955584,16.75959764,14.90751447,�C,18.0894714817
QUINTANA ROO,1993,23.39224213,23.11333333,23.88459399,25.54268817,26.55121056,26.7469798,27.16262514,27.00639401,26.63294444,26.44026882,24.9001875,23.18513825,�C,25.379883845
SAN LUIS POTOS�,1993,16.93981634,17.86986741,19.32060302,21.82612879,22.92280257,23.21213929,23.14058067,23.21945931,21.98366738,20.48321183,17.97946701,16.52893634,�C,20.45222333
SINALOA,1993,20.29369355,19.99548319,21.57426218,23.82844203,26.34554361,30.01605525,29.64928732,29.27738351,28.0834636,27.05094056,23.01123188,21.12698441,�C,25.0210642575
